000, ,WC,0000.00
001,T,Gauteng,0045002,P,WI,0012.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
000, ,WC,0000.00
